date,IO,trafic
20200528,합계,"3,017,419"
20200529,입구,"1,570,085"
20200529,출구,"1,571,270"
20200529,합계,"3,141,355"
20200530,입구,"1,416,330"
20200530,출구,"1,393,992"
20200530,합계,"2,810,322"
20200531,입구,"1,119,428"
20200531,출구,"1,162,456"
20200531,합계,"2,281,884"
20200601,입구,"1,469,626"
20200601,출구,"1,475,680"
20200601,합계,"2,945,306"
20200602,입구,"1,439,340"
20200602,출구,"1,455,203"
20200602,합계,"2,894,543"
20200603,입구,"1,465,700"
20200603,출구,"1,476,247"
20200603,합계,"2,941,947"
20200604,입구,"1,489,275"
20200604,출구,"1,500,427"
20200604,합계,"2,989,702"
20200605,입구,"1,605,947"
20200605,출구,"1,588,203"
20200605,합계,"3,194,150"
20200606,입구,"1,370,050"
20200606,출구,"1,355,112"
20200606,합계,"2,725,162"
20200607,입구,"1,111,856"
20200607,출구,"1,173,751"
20200607,합계,"2,285,607"
20200608,입구,"1,485,815"
20200608,출구,"1,500,286"
20200608,합계,"2,986,101"
20200609,입구,"1,476,581"
20200609,출구,"1,495,339"
20200609,합계,"2,971,920"
20200610,입구,"1,477,804"
20200610,출구,"1,503,324"
20200610,합계,"2,981,128"
20200611,입구,"1,490,075"
20200611,출구,"1,511,569"
20200611,합계,"3,001,644"
20200612,입구,"1,578,992"
20200612,출구,"1,590,180"
20200612,합계,"3,169,172"
20200613,입구,"1,389,423"
20200613,출구,"1,372,826"
20200613,합계,"2,762,249"
20200614,입구,"1,126,487"
20200614,출구,"1,163,439"
20200614,합계,"2,289,926"
20200615,입구,"1,502,919"
20200615,출구,"1,504,835"
20200615,합계,"3,007,754"
20200616,입구,"1,484,156"
20200616,출구,"1,503,338"
20200616,합계,"2,987,494"
20200617,입구,"1,485,839"
20200617,출구,"1,511,124"
20200617,합계,"2,996,963"
20200618,입구,"1,494,791"
20200618,출구,"1,526,734"
20200618,합계,"3,021,525"
20200619,입구,"1,596,353"
20200619,출구,"1,582,087"
20200619,합계,"3,178,440"
20200620,입구,"1,449,862"
20200620,출구,"1,440,715"
20200620,합계,"2,890,577"
20200621,입구,"1,159,510"
20200621,출구,"1,223,396"
20200621,합계,"2,382,906"
20200622,입구,"1,502,377"
20200622,출구,"1,514,368"
20200622,합계,"3,016,745"
20200623,입구,"1,508,868"
20200623,출구,"1,537,048"
20200623,합계,"3,045,916"
20200624,입구,"1,373,293"
20200624,출구,"1,399,243"
20200624,합계,"2,772,536"
20200625,입구,"1,431,712"
20200625,출구,"1,448,809"
20200625,합계,"2,880,521"
20200626,입구,"1,598,320"
20200626,출구,"1,589,842"
20200626,합계,"3,188,162"
20200627,입구,"1,459,296"
20200627,출구,"1,443,908"
20200627,합계,"2,903,204"
20200628,입구,"1,171,213"
20200628,출구,"1,230,185"
20200628,합계,"2,401,398"
20200629,입구,"1,486,395"
20200629,출구,"1,501,354"
20200629,합계,"2,987,749"
20200630,입구,"1,386,455"
20200630,출구,"1,404,515"
20200630,합계,"2,790,970"
20200701,입구,"1,484,488"
20200701,출구,"1,487,351"
20200701,합계,"2,971,839"
20200702,입구,"1,497,921"
20200702,출구,"1,513,445"
20200702,합계,"3,011,366"
20200703,입구,"1,591,174"
20200703,출구,"1,586,816"
20200703,합계,"3,177,990"
20200704,입구,"1,436,832"
20200704,출구,"1,421,681"
20200704,합계,"2,858,513"
20200705,입구,"1,154,366"
20200705,출구,"1,213,975"
20200705,합계,"2,368,341"
20200706,입구,"1,498,555"
20200706,출구,"1,511,913"
20200706,합계,"3,010,468"
20200707,입구,"1,480,841"
20200707,출구,"1,503,620"
20200707,합계,"2,984,461"
20200708,입구,"1,492,014"
20200708,출구,"1,506,374"
20200708,합계,"2,998,388"
20200709,입구,"1,498,219"
20200709,출구,"1,532,660"
20200709,합계,"3,030,879"
20200710,입구,"1,555,963"
20200710,출구,"1,564,760"
20200710,합계,"3,120,723"
20200711,입구,"1,440,597"
20200711,출구,"1,415,934"
20200711,합계,"2,856,531"
20200712,입구,"1,137,235"
20200712,출구,"1,180,036"
20200712,합계,"2,317,271"
20200713,입구,"1,340,444"
20200713,출구,"1,339,870"
20200713,합계,"2,680,314"
20200714,입구,"1,455,583"
20200714,출구,"1,462,296"
20200714,합계,"2,917,879"
20200715,입구,"1,516,794"
20200715,출구,"1,525,050"
20200715,합계,"3,041,844"
20200716,입구,"1,517,019"
20200716,출구,"1,524,612"
20200716,합계,"3,041,631"
20200717,입구,"1,601,185"
20200717,출구,"1,597,174"
20200717,합계,"3,198,359"
20200718,입구,"1,438,621"
20200718,출구,"1,435,847"
20200718,합계,"2,874,468"
20200719,입구,"1,034,918"
20200719,출구,"1,094,502"
20200719,합계,"2,129,420"
20200720,입구,"1,418,621"
20200720,출구,"1,421,875"
20200720,합계,"2,840,496"
20200721,입구,"1,497,215"
20200721,출구,"1,506,277"
20200721,합계,"3,003,492"
20200722,입구,"1,410,254"
20200722,출구,"1,441,803"
20200722,합계,"2,852,057"
20200723,입구,"1,366,659"
20200723,출구,"1,391,538"
20200723,합계,"2,758,197"
20200724,입구,"1,508,893"
20200724,출구,"1,497,391"
20200724,합계,"3,006,284"
20200725,입구,"1,416,448"
20200725,출구,"1,379,459"
20200725,합계,"2,795,907"
20200726,입구,"1,162,397"
20200726,출구,"1,189,621"
20200726,합계,"2,352,018"
20200727,입구,"1,450,840"
20200727,출구,"1,464,196"
20200727,합계,"2,915,036"
20200728,입구,"1,454,521"
20200728,출구,"1,458,756"
20200728,합계,"2,913,277"
20200729,입구,"1,413,471"
20200729,출구,"1,427,125"
20200729,합계,"2,840,596"
20200730,입구,"1,477,201"
20200730,출구,"1,471,245"
20200730,합계,"2,948,446"
20200731,입구,"1,597,250"
20200731,출구,"1,560,774"
20200731,합계,"3,158,024"
